Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
D7,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,38.0,-20.0,-90.0,top
D8,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,41.0,-20.0,-90.0,top
D9,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,44.0,-20.0,-90.0,top
D10,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,47.0,-20.0,-90.0,top
D11,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,50.0,-20.0,-90.0,top
D12,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,53.0,-20.0,-90.0,top
D13,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,56.0,-20.0,-90.0,top
D14,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,59.0,-20.0,-90.0,top
D15,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,62.0,-20.0,-90.0,top
D16,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,65.0,-20.0,-90.0,top
D17,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,68.0,-20.0,-90.0,top
D18,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,71.0,-20.0,-90.0,top
D19,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,74.0,-20.0,-90.0,top
D20,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,77.0,-20.0,-90.0,top
D21,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,80.0,-20.0,-90.0,top
D22,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,83.0,-20.0,-90.0,top
D23,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,86.0,-20.0,-90.0,top
D24,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,89.0,-20.0,-90.0,top
D25,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,92.0,-20.0,-90.0,top
D26,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,95.0,-20.0,-90.0,top
D27,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,98.0,-20.0,-90.0,top
D28,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,101.0,-20.0,-90.0,top
D29,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,104.0,-20.0,-90.0,top
D30,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,107.0,-20.0,-90.0,top
D31,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,110.0,-20.0,-90.0,top
D32,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,113.0,-20.0,-90.0,top
D33,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,20.0,-23.0,-90.0,top
D34,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,23.0,-23.0,-90.0,top
D35,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,26.0,-23.0,-90.0,top
D36,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,29.0,-23.0,-90.0,top
D37,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,32.0,-23.0,-90.0,top
D38,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,35.0,-23.0,-90.0,top
D39,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,38.0,-23.0,-90.0,top
D40,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,41.0,-23.0,-90.0,top
D41,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,44.0,-23.0,-90.0,top
D42,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,47.0,-23.0,-90.0,top
D43,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,50.0,-23.0,-90.0,top
D44,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,53.0,-23.0,-90.0,top
D45,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,56.0,-23.0,-90.0,top
D46,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,59.0,-23.0,-90.0,top
D47,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,62.0,-23.0,-90.0,top
D48,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,65.0,-23.0,-90.0,top
D49,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,68.0,-23.0,-90.0,top
D50,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,71.0,-23.0,-90.0,top
D51,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,74.0,-23.0,-90.0,top
D52,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,77.0,-23.0,-90.0,top
D53,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,80.0,-23.0,-90.0,top
D54,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,83.0,-23.0,-90.0,top
D55,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,86.0,-23.0,-90.0,top
D56,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,89.0,-23.0,-90.0,top
D57,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,92.0,-23.0,-90.0,top
D58,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,95.0,-23.0,-90.0,top
D59,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,98.0,-23.0,-90.0,top
D60,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,101.0,-23.0,-90.0,top
D61,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,104.0,-23.0,-90.0,top
D62,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,107.0,-23.0,-90.0,top
D63,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,110.0,-23.0,-90.0,top
D64,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,113.0,-23.0,-90.0,top
D65,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,20.0,-26.0,-90.0,top
D66,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,23.0,-26.0,-90.0,top
D67,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,26.0,-26.0,-90.0,top
D68,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,29.0,-26.0,-90.0,top
D69,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,32.0,-26.0,-90.0,top
D70,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,35.0,-26.0,-90.0,top
D71,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,38.0,-26.0,-90.0,top
D72,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,41.0,-26.0,-90.0,top
D73,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,44.0,-26.0,-90.0,top
D74,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,47.0,-26.0,-90.0,top
D75,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,50.0,-26.0,-90.0,top
D76,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,53.0,-26.0,-90.0,top
D77,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,56.0,-26.0,-90.0,top
D78,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,59.0,-26.0,-90.0,top
D79,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,62.0,-26.0,-90.0,top
D80,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,65.0,-26.0,-90.0,top
D81,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,68.0,-26.0,-90.0,top
D82,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,71.0,-26.0,-90.0,top
D83,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,74.0,-26.0,-90.0,top
D84,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,77.0,-26.0,-90.0,top
D85,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,80.0,-26.0,-90.0,top
D86,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,83.0,-26.0,-90.0,top
D87,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,86.0,-26.0,-90.0,top
D88,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,89.0,-26.0,-90.0,top
D89,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,92.0,-26.0,-90.0,top
D90,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,95.0,-26.0,-90.0,top
D91,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,98.0,-26.0,-90.0,top
D92,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,101.0,-26.0,-90.0,top
D93,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,104.0,-26.0,-90.0,top
D94,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,107.0,-26.0,-90.0,top
D95,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,110.0,-26.0,-90.0,top
D96,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,113.0,-26.0,-90.0,top
D97,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,20.0,-29.0,-90.0,top
D98,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,23.0,-29.0,-90.0,top
D99,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,26.0,-29.0,-90.0,top
D100,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,29.0,-29.0,-90.0,top
D101,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,32.0,-29.0,-90.0,top
D102,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,35.0,-29.0,-90.0,top
D103,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,38.0,-29.0,-90.0,top
D104,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,41.0,-29.0,-90.0,top
D105,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,44.0,-29.0,-90.0,top
D106,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,47.0,-29.0,-90.0,top
D107,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,50.0,-29.0,-90.0,top
D108,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,53.0,-29.0,-90.0,top
D109,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,56.0,-29.0,-90.0,top
D110,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,59.0,-29.0,-90.0,top
D111,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,62.0,-29.0,-90.0,top
D112,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,65.0,-29.0,-90.0,top
D113,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,68.0,-29.0,-90.0,top
D114,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,71.0,-29.0,-90.0,top
D115,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,74.0,-29.0,-90.0,top
D116,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,77.0,-29.0,-90.0,top
D117,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,80.0,-29.0,-90.0,top
D118,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,83.0,-29.0,-90.0,top
D119,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,86.0,-29.0,-90.0,top
D120,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,89.0,-29.0,-90.0,top
D121,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,92.0,-29.0,-90.0,top
D122,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,95.0,-29.0,-90.0,top
D123,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,98.0,-29.0,-90.0,top
D124,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,101.0,-29.0,-90.0,top
D125,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,104.0,-29.0,-90.0,top
D126,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,107.0,-29.0,-90.0,top
D127,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,110.0,-29.0,-90.0,top
D128,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,113.0,-29.0,-90.0,top
D129,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,20.0,-32.0,-90.0,top
D130,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,23.0,-32.0,-90.0,top
D131,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,26.0,-32.0,-90.0,top
D132,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,29.0,-32.0,-90.0,top
D133,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,32.0,-32.0,-90.0,top
D134,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,35.0,-32.0,-90.0,top
D135,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,38.0,-32.0,-90.0,top
D136,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,41.0,-32.0,-90.0,top
D137,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,44.0,-32.0,-90.0,top
D138,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,47.0,-32.0,-90.0,top
D139,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,50.0,-32.0,-90.0,top
D140,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,53.0,-32.0,-90.0,top
D141,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,56.0,-32.0,-90.0,top
D142,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,59.0,-32.0,-90.0,top
D143,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,62.0,-32.0,-90.0,top
D144,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,65.0,-32.0,-90.0,top
D145,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,68.0,-32.0,-90.0,top
D146,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,71.0,-32.0,-90.0,top
D147,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,74.0,-32.0,-90.0,top
D148,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,77.0,-32.0,-90.0,top
D149,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,80.0,-32.0,-90.0,top
D150,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,83.0,-32.0,-90.0,top
D151,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,86.0,-32.0,-90.0,top
D152,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,89.0,-32.0,-90.0,top
D153,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,92.0,-32.0,-90.0,top
D154,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,95.0,-32.0,-90.0,top
D155,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,98.0,-32.0,-90.0,top
D156,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,101.0,-32.0,-90.0,top
D157,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,104.0,-32.0,-90.0,top
D158,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,107.0,-32.0,-90.0,top
D159,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,110.0,-32.0,-90.0,top
D160,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,113.0,-32.0,-90.0,top
D161,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,20.0,-35.0,-90.0,top
D162,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,23.0,-35.0,-90.0,top
D163,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,26.0,-35.0,-90.0,top
D164,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,29.0,-35.0,-90.0,top
D165,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,32.0,-35.0,-90.0,top
D166,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,35.0,-35.0,-90.0,top
D167,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,38.0,-35.0,-90.0,top
D168,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,41.0,-35.0,-90.0,top
D169,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,44.0,-35.0,-90.0,top
D170,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,47.0,-35.0,-90.0,top
D171,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,50.0,-35.0,-90.0,top
D172,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,53.0,-35.0,-90.0,top
D173,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,56.0,-35.0,-90.0,top
D174,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,59.0,-35.0,-90.0,top
D175,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,62.0,-35.0,-90.0,top
D176,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,65.0,-35.0,-90.0,top
D177,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,68.0,-35.0,-90.0,top
D178,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,71.0,-35.0,-90.0,top
D179,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,74.0,-35.0,-90.0,top
D180,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,77.0,-35.0,-90.0,top
D181,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,80.0,-35.0,-90.0,top
D182,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,83.0,-35.0,-90.0,top
D183,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,86.0,-35.0,-90.0,top
D184,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,89.0,-35.0,-90.0,top
D185,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,92.0,-35.0,-90.0,top
D186,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,95.0,-35.0,-90.0,top
D187,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,98.0,-35.0,-90.0,top
D188,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,101.0,-35.0,-90.0,top
D189,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,104.0,-35.0,-90.0,top
D190,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,107.0,-35.0,-90.0,top
D191,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,110.0,-35.0,-90.0,top
D192,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,113.0,-35.0,-90.0,top
D193,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,20.0,-38.0,-90.0,top
D194,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,23.0,-38.0,-90.0,top
D195,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,26.0,-38.0,-90.0,top
D196,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,29.0,-38.0,-90.0,top
D197,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,32.0,-38.0,-90.0,top
D198,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,35.0,-38.0,-90.0,top
D199,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,38.0,-38.0,-90.0,top
D200,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,41.0,-38.0,-90.0,top
D201,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,44.0,-38.0,-90.0,top
D202,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,47.0,-38.0,-90.0,top
D203,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,50.0,-38.0,-90.0,top
D204,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,53.0,-38.0,-90.0,top
D205,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,56.0,-38.0,-90.0,top
D206,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,59.0,-38.0,-90.0,top
D207,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,62.0,-38.0,-90.0,top
D208,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,65.0,-38.0,-90.0,top
D209,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,68.0,-38.0,-90.0,top
D210,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,71.0,-38.0,-90.0,top
D211,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,74.0,-38.0,-90.0,top
D212,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,77.0,-38.0,-90.0,top
D213,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,80.0,-38.0,-90.0,top
D214,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,83.0,-38.0,-90.0,top
D215,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,86.0,-38.0,-90.0,top
D216,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,89.0,-38.0,-90.0,top
D217,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,92.0,-38.0,-90.0,top
D218,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,95.0,-38.0,-90.0,top
D219,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,98.0,-38.0,-90.0,top
D220,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,101.0,-38.0,-90.0,top
D221,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,104.0,-38.0,-90.0,top
D222,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,107.0,-38.0,-90.0,top
D223,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,110.0,-38.0,-90.0,top
D224,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,113.0,-38.0,-90.0,top
D225,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,20.0,-41.0,-90.0,top
D226,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,23.0,-41.0,-90.0,top
D227,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,26.0,-41.0,-90.0,top
D228,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,29.0,-41.0,-90.0,top
D229,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,32.0,-41.0,-90.0,top
D230,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,35.0,-41.0,-90.0,top
D231,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,38.0,-41.0,-90.0,top
D232,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,41.0,-41.0,-90.0,top
D233,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,44.0,-41.0,-90.0,top
D234,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,47.0,-41.0,-90.0,top
D235,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,50.0,-41.0,-90.0,top
D236,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,53.0,-41.0,-90.0,top
D237,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,56.0,-41.0,-90.0,top
D238,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,59.0,-41.0,-90.0,top
D239,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,62.0,-41.0,-90.0,top
D240,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,65.0,-41.0,-90.0,top
D241,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,68.0,-41.0,-90.0,top
D242,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,71.0,-41.0,-90.0,top
D243,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,74.0,-41.0,-90.0,top
D244,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,77.0,-41.0,-90.0,top
D245,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,80.0,-41.0,-90.0,top
D246,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,83.0,-41.0,-90.0,top
D247,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,86.0,-41.0,-90.0,top
D248,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,89.0,-41.0,-90.0,top
D249,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,92.0,-41.0,-90.0,top
D250,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,95.0,-41.0,-90.0,top
D251,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,98.0,-41.0,-90.0,top
D252,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,101.0,-41.0,-90.0,top
D253,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,104.0,-41.0,-90.0,top
D254,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,107.0,-41.0,-90.0,top
D255,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,110.0,-41.0,-90.0,top
D256,WS2812B,LED_WS2812B-1615_1.5x1.6mm_1,113.0,-41.0,-90.0,top
